"id","filename","orig_status","cur_status","pub_year","date_approx","author","script","title","type","series","edition","ocr_quality","language","translated_from","pub_city","country","source","source_url"
79,"leparfaitcuisini00raim_leparfaitcuisini00raim.epub","text","words",1822,,"A.T. Raimbaut",,"Le parfait cuisinier","Fine cooking",,4,0.630360280983915,"French",,"Paris","France","Archive.org",
80,"leparfaitcuisin00goog_leparfaitcuisin00goog.epub","text","words",1825,,"A.T. Raimbaut",,"Le parfait cuisinier","Fine cooking",,5,0.799216995409459,"French",,"Paris","France","Archive.org",
81,"b28109235_b28109235.epub","text","words",1880,1,"Émile Dumont",,"Le parfait patissier","Fine cooking",,,0.963849722767014,"French",,"Paris","France","Archive.org",
82,"1827 Le petit cuisinier de la ville et de la campagne","text","words",1827,,"M. Gauthier",,"Le petit cuisinier de la ville et de la campagne","Bourgeois cooking",,1,0.935483870967742,"French",,"Lons-le-Saunier","France","Gallica",
83,"1923 Le répertoire de la cuisine","text","words",1923,,"Th. Gringoire et L. Saulnier",,"Le répertoire de la cuisine","Fine cooking",,3,0.992987790606312,"French",,"Paris, Londres","France, United Kingdom","Gallica",
84,"letourdumondeen00villgoog_letourdumondeen00villgoog.epub","text","words",1903,,"A. de Villiers",,"Le tour du monde en quatre-vingts recettes",,,,0.666071378995342,"French",,"Paris","France","Archive.org",
85,"1886 Les cent mille recettes de la bonne cuisinière bourgeoise","text","words",1886,,"Sophie Wattel",,"Les cent mille recettes de la bonne cuisinière bourgeoise à la ville et à la campagne","Bourgeois cooking",,,0.975,"French",,"Paris","France","Gallica",
86,"b28087768_b28087768.epub","text","words",1890,,"A. Héraud",,"Les secrets de l'alimentation à la ville et à la campagne","Fine cooking",,,0.746139071573493,"French",,"Paris","France","Archive.org",
87,"1856 Les secrets de la cuisine française","text","words",1856,,"A. Gogué",,"Les secrets de la cuisine française","Fine cooking",,,1,"French",,"Paris","France","Gallica",
88,"b21538633_b21538633.epub","text","words",1904,,"G.S.",,"Les soupes de France",,,,0.758620689655171,"French",,"Paris","France","Archive.org",
89,"1934 Ma Cuisine","text","words",1934,,"Auguste Escoffier",,"Ma Cuisine","Fine cooking",,,0.985,"French",,"Paris","France","Gallica",
90,"bub_gb_CjE3x6ZjrDAC_bub_gb_CjE3x6ZjrDAC.epub","text","words",1851,,"Mlle Catherine",,"Manuel complet de la cuisinière bourgeoise","Bourgeois cooking",,32,0.894999983187838,"French",,"Paris","France","Archive.org",
91,"b21525596_b21525596.epub","text","words",1885,1,"Mlle Catherine",,"Manuel complet de la cuisinière bourgeoise","Bourgeois cooking",,94,0.71169857005468,"French",,"Paris","France","Archive.org",
92,"b28055032_b28055032.epub","text","words",1876,1,,,"Manuel de cuisine","Fine cooking",,,0.837222951054099,"French",,"Paris","France","Archive.org",
93,"1831 Manuel du cuisinier et de la cuisinière","text","words",1831,,"M. Cardelli",,"Manuel du cuisinier et de la cuisinière","Bourgeois cooking",,,0.996828915287426,"French",,"Paris","France","Gallica",
94,"ManuelPratiqueDeCuisineProvenale...Bpt6k209762v_Manuel_pratique_de_cuisine_provençale_[...]_bpt6k209762v.epub","text","words",1920,,,,"Manuel Pratique De Cuisine Provençale ","Bourgeois cooking",,,0.739591285787029,"French",,"Marseilles","France","Archive.org",
95,"b28053771_b28053771.epub","text","words",1896,,"Paul Friand",,"Notre cuisine",,,,0.611092978738339,"French",,"Paris","France","Archive.org",
96,"b21525560_b21525560.epub","text","words",1850,1,,,"Nouveau manuel de la cuisinière bourgeoise et économique","Bourgeois cooking",,,0.678825620099887,"French",,"Paris","France","Archive.org",
97,"b28054787_b28054787.epub","text","words",1866,,,,"Nouveau manuel de la cuisinière bourgeoise et économique","Bourgeois cooking",,,0.707447745743764,"French",,"Paris","France","Archive.org",
98,"1838  Nouveau manuel du cuisinier","text","words",1838,,"Chevrier",,"Nouveau manuel du cuisinier","Fine cooking",,2,0.995,"French",,"Paris, Limoges","France","Gallica",
99,"nouvellecuisineb00dubo_nouvellecuisineb00dubo.epub","text","words",1900,1,"Urbain-Dubois",,"Nouvelle cuisine bourgeoise","Bourgeois cooking",,23,0.606797005367627,"French",,"Paris","France","Archive.org",
100,"b22026204_b22026204.epub","text","words",1840,,"M. Lombez",,"Nouvelle cuisinière bourgeoise","Bourgeois cooking",,,0.99,"French",,"Limoges","France","Archive.org",
101,"nouvellecuisini00lombgoog_nouvellecuisini00lombgoog.epub","text","words",1842,,"M. Lombez",,"Nouvelle cuisinière bourgeoise","Bourgeois cooking",,,0.709313752739994,"French",,"Paris","France","Archive.org",
102,"b28078779_b28078779.epub","text","words",1858,1,,,"Petite cuisinière des ménages","Bourgeois cooking",,,0.901315732639638,"French",,"Paris","France","Archive.org",
103,"posiesgourmande00cuisgoog_posiesgourmande00cuisgoog.epub","text","words",1900,,"Achille Ozanne",,"Poésies gourmandes: recettes culinaires en vers","Poetry",,,0.717743125143665,"French",,"Paris","France","Archive.org",
104,"regimevegetalien00coqu_regimevegetalien00coqu.epub","text","words",1914,,"Mesdames Coquelet et Tissier",,"Régime végétalien","Vegetarian",,,0.627119009489779,"French",,"Paris","France","Archive.org",
105,"1894 Traité pratique de cuisine bourgeoise au gaz","text","words",1894,,"Auguste Colombié",,"Traité pratique de cuisine bourgeoise au gaz","Bourgeois cooking",,,0.995,"French",,"Paris","France","Gallica",
106,"Bréviaire du gastronome 1864","text","words",1864,,"Louis-Eustache Audot",,"Bréviaire du gastronome",,,,0.991609837932733,"French",,"Paris","France","Gallica",
107,"La cuisinière de la campagne et de la ville 1898","text","words",1898,,"Louis-Eustache Audot",,"La cuisinière de la campagne et de la ville","Bourgeois cooking","La cuisinière de la campagne et de la ville",76,0.995,"French",,"Paris","France","Gallica",
108,"la cuisinière de la campagne et de la ville 1900","text","words",1900,,"Louis-Eustache Audot",,"La cuisinière de la campagne et de la ville","Bourgeois cooking","La cuisinière de la campagne et de la ville",78,0.99,"French",,"Paris","France","Gallica",
109,"f1n194.pdf","pdf","words",1867,,,,"La cuisinière des cuisinières","Bourgeois cooking",,,0.813625795832901,"French",,"Limoges","France","Gallica",
110,"Ma cuisine par C. Asserolette","text","words",1890,,"C. Asserolle",,"Ma Cuisine","Bourgeois cooking",,,0.984118763238937,"French",,"Paris","France","Gallica",
111,"La cuisine pour tous","text","words",1881,,,,"La cuisine pour tous","Bourgeois cooking",,,0.991062543141437,"French",,"Paris","France","Gallica",
112,"le riz","text","words",1927,,"Auguste Escoffier",,"Le riz","Bourgeois cooking",,,0.976744186046276,"French",,"Paris","France","Gallica",
113,"Le guide culinaire","text","words",1903,,"Auguste Escoffier",,"Le guide culinaire","Fine cooking",,,1,"French",,"Paris","France","Gallica",
114,"Le_livre_de_cuisine_ _[...]Gouffé_Jules_bpt6k15203837.pdf","pdf","words",1867,,"Jules Gouffé",,"Le livre de cuisine","Fine cooking","Le livre de cuisine",,0.784931289871897,"French",,"Paris","France","Gallica",
115,"Le_livre_de_cuisine_ _[...]Gouffé_Jules_bpt6k3410463q.pdf","pdf","words",1884,,"Jules Gouffé",,"Le livre de cuisine","Fine cooking","Le livre de cuisine",6,0.755124750531227,"French",,"Paris","France","Gallica",
116,"pg52879.epub","text","words",1843,,"Viktorine Schiller","fraktur","Neuestes Süddeutsches Kochbuch für alle Stände","Bourgeois cooking",,,0.804790501255967,"German",,"Stuttgart","Germany","Archive.org",
117,"allgemeinesdeut00schegoog.pdf","pdf","words",1866,,"Sophie Wilhelmine Scheibler","fraktur","Allgemeines Deutsches Kochbuch für alle Stände","Bourgeois cooking","Allgemeines Deutsches Kochbuch für alle Stände",17,0.812123538184566,"German",,"Leipzig, Berlin","Germany","Archive.org",
118,"Allgemeines deutsches Kochbuch für alle Stände.pdf","pdf","words",1877,,"Sophie Wilhelmine Scheibler","fraktur","Allgemeines Deutsches Kochbuch für alle Stände","Bourgeois cooking","Allgemeines Deutsches Kochbuch für alle Stände",23,0.797966826469657,"German",,"Leipzig","Germany","Wienbibliothek",
119,"b28109727.pdf","pdf","words",1887,,"Sophie Wilhelmine Scheibler","fraktur","Allgemeines Deutsches Kochbuch für alle Stände","Bourgeois cooking","Allgemeines Deutsches Kochbuch für alle Stände",31,0.844069392307357,"German",,"Leipzig","Germany","Archive.org",
120,"bub_gb_2tUpAAAAYAAJ.pdf","pdf","words",1899,,"Charlotte Hommer","fraktur","Großes Hamburger Kochbuch für alle Stände","Bourgeois cooking",,14,0.924467420691902,"German",,"Hamburg","Germany","Archive.org",
121,"bub_gb_c55UAAAAcAAJ.pdf","pdf","words",1851,,"Maria Katharina Daisenberger","fraktur","Vollständiges Bayrisches Kochbuch für alle Stände","Bourgeois cooking",,17,0.863887303616807,"German",,"Nürnberg","Germany","Archive.org",
122,"bub_gb_UzcSAAAAYAAJ.pdf","pdf","words",1905,,"Otto Dornblüth","fraktur","Diätetisches Kochbuch","Rational and medical",,2,0.859930491390766,"German",,"Würzburg","Germany","Archive.org",
123,"Grabnerhof-Kochbuch.pdf","pdf","words",1915,,"Ida Schuppli und Betty Hinterer","fraktur","Grabnerhof Kochbuch","Bourgeois cooking",,2,0.840657399744743,"German",,"Wien, Leipzig","Germany","Wienbibliothek",
124,"Le_livre_de_cuisine_ _[...]Gouffé_Jules_bpt6k3411211m.pdf","pdf","words",1870,,"Jules Gouffé","latin","Le livre de cuisine","Fine cooking","Le livre de cuisine",2,0.773433306291766,"French",,"Paris","France","Gallica",
125,"Le_livre_de_cuisine_ _[...]Gouffé_Jules_bpt6k3412589x.pdf","pdf","words",1902,,"Jules Gouffé","latin","Le livre de cuisine","Fine cooking","Le livre de cuisine",,0.76778556452822,"French",,"Paris","France","Gallica",
126,"PPN1032718498.pdf","pdf","words",1873,,"Eduard Baltzer","fraktur","Vegetarianisches Kochbuch","Vegetarian",,4,0.701426721996263,"German",,"Nordhausen","Germany","Universität Hamburg","https://digitalisate.sub.uni-hamburg.de/de/nc/detail.html?tx_dlf%5Bid%5D=33368&tx_dlf%5Bpage%5D=1&tx_dlf%5Bpointer%5D=0"
127,"Vollständiges israelitisches Kochbuch.pdf","pdf","words",1903,,"Witwe Marie Kauders","fraktur","Vollständiges Israelitisches Kochbuch","Jewish, Bourgeois cooking",,4,0.850072703136439,"German",,"Prag, Breslau","Austria, Germany","Wienbibliothek","https://www.digital.wienbibliothek.at/id/2743618"
128,"bub_gb_PmU7AAAAcAAJ.pdf","pdf","words",1852,,"Christine Charlotte Riedl","fraktur","Lindauer Kochbuch","Bourgeois cooking","Lindauer Kochbuch",,0.926192222107917,"German",,"Lindau","Germany","Archive.org","https://archive.org/details/bub_gb_PmU7AAAAcAAJ"
129,"homopathischesk00gbgoog.pdf","pdf","words",1854,,"W. Göbel","fraktur","Homöopathisches Kochbuch","Rational and medical",,2,0.792169003737445,"German",,"Sondershausen","Germany","Archive.org","https://archive.org/details/homopathischesk00gbgoog/"
130,"vollstandigesund00klie.pdf","pdf","words",1805,,,"fraktur","Vollständiges und allgemeinnützliches Bamberger Kochbuch","Bourgeois cooking",,,0.914824411815376,"German",,"Bamberg","Germany","Archive.org","https://archive.org/details/vollstandigesund00klie"
131,"bub_gb_MI47AAAAcAAJ.pdf","pdf","words",1807,,"Sophie Juliane Weiler","fraktur","Augsburgisches Kochbuch","Bourgeois cooking","Augsburgisches Kochbuch",10,0.897769614232766,"German",,"Augsburg","Germany","Archive.org","https://archive.org/details/bub_gb_MI47AAAAcAAJ"
132,"vollstndigeshan00unkngoog.pdf","pdf","words",1808,,,"fraktur","Vollständiges hannöverisches Kochbuch","Bourgeois cooking",,,0.789484963418013,"German",,"Hannover","Germany","Archive.org","https://archive.org/details/vollstndigeshan00unkngoog"
133,"bub_gb_eNoqAAAAYAAJ.pdf","pdf","words",1813,,,"fraktur","Neues Fränkisches Kochbuch","Bourgeois cooking",,,0.914658546861502,"German",,"Ansbach","Germany","Archive.org","https://archive.org/details/bub_gb_eNoqAAAAYAAJ"
134,"bub_gb_73w7AAAAcAAJ.pdf","pdf","words",1819,,"Sophie Juliane Weiler","fraktur","Augsburgisches Kochbuch","Bourgeois cooking","Augsburgisches Kochbuch",14,0.914943513752591,"German",,"Augsburg","Germany","Archive.org","https://archive.org/details/bub_gb_73w7AAAAcAAJ"
